symbol,log2FoldChange,padj,baseMean,tissue_type,cancer_type
GRK2,0.44,0.069423,3408.42,tumor,lung_egfr
ELF2,1.245,0.006027,1063.75,tumor,lung_egfr
KCNQ4,1.478,0.002568,2903.68,tumor,lung_egfr
PLAU,0.618,0.059152,1563.54,tumor,lung_egfr
PRMT6,1.292,0.008988,3028.73,tumor,lung_egfr
RSL24D1,1.399,0.002551,4533.09,tumor,lung_egfr
PSMB3,1.454,0.009892,3538.41,tumor,lung_egfr
DOP1B,1.603,0.000412,2118.07,tumor,lung_egfr
IL2,0.302,0.090537,1134.75,tumor,lung_egfr
CPB1,1.069,0.007776,1430.75,tumor,lung_egfr
ERCC5,1.396,0.008342,4187.08,tumor,lung_egfr
ARAP2,0.433,0.087024,3112.71,tumor,lung_egfr
SORT1,1.761,0.000286,3419.51,tumor,lung_egfr
NR3C1,0.919,0.098956,410.93,tumor,lung_egfr
E2F7,1.54,0.000841,4456.83,tumor,lung_egfr
ITIH3,0.263,0.033276,1065.0,tumor,lung_egfr
VAMP3,0.921,0.010886,2826.0,tumor,lung_egfr
GP1BB,1.016,0.004162,1181.84,tumor,lung_egfr
ADRB3,1.357,0.00298,3648.18,tumor,lung_egfr
LDHAL6A,1.241,0.004444,3474.02,tumor,lung_egfr
CD58,1.535,9.8e-05,1008.0,tumor,lung_egfr
SOCS3,0.552,0.020073,1356.38,tumor,lung_egfr
VKORC1,1.495,0.003608,2911.68,tumor,lung_egfr
CSMD2,1.205,0.009377,4804.76,tumor,lung_egfr
ETS2,1.434,0.001137,3652.68,tumor,lung_egfr
PRKX,1.011,0.008308,2166.21,tumor,lung_egfr
WNK3,0.883,0.086582,2678.57,tumor,lung_egfr
KAT2A,1.0,0.039058,409.74,tumor,lung_egfr
DGCR5,1.47,0.004888,654.27,tumor,lung_egfr
RPL15,0.42,0.036007,4645.0,tumor,lung_egfr
BRINP3,1.754,0.000186,1394.42,tumor,lung_egfr
ADGRV1,1.675,0.000644,2875.46,tumor,lung_egfr
FABP2,0.464,0.012608,621.57,tumor,lung_egfr
INS,0.407,0.031158,2338.67,tumor,lung_egfr
VEGFA,1.036,0.002287,3398.34,tumor,lung_egfr
ABCG5,0.867,0.081887,367.66,tumor,lung_egfr
RYR3,1.138,0.009147,1736.98,tumor,lung_egfr
CASP7,1.385,0.00653,4429.93,tumor,lung_egfr
TUBB4A,1.463,0.006645,3192.62,tumor,lung_egfr
BRDT,0.675,0.078531,3734.97,tumor,lung_egfr
NAT2,1.703,0.000874,1677.57,tumor,lung_egfr
SLC5A1,1.795,0.000174,3762.33,tumor,lung_egfr
GUCY1B2,1.72,0.000132,3311.07,tumor,lung_egfr
RIPK1,0.654,0.066928,1452.26,tumor,lung_egfr
PTPRE,0.375,0.078057,3707.1,tumor,lung_egfr
HCG22,0.801,0.098378,1212.3,tumor,lung_egfr
UTS2R,1.396,0.009616,966.82,tumor,lung_egfr
NCOA3,0.597,0.01198,4837.29,tumor,lung_egfr
BIRC2,1.452,0.004179,4144.38,tumor,lung_egfr
PAK4,1.536,0.000634,2777.87,tumor,lung_egfr
SLC17A3,0.83,0.069785,2631.16,tumor,lung_egfr
PHACTR1,1.775,0.000833,3648.1,tumor,lung_egfr
ETFDH,0.517,0.019094,2051.93,tumor,lung_egfr
CACNB4,1.791,0.000905,4512.06,tumor,lung_egfr
GAA,1.131,0.007103,4657.83,tumor,lung_egfr
MMP13,1.074,0.003545,2528.13,tumor,lung_egfr
GRIA3,1.638,0.000978,1084.63,tumor,lung_egfr
DBH,1.171,0.007188,3181.22,tumor,lung_egfr
SKOR2,1.505,0.000705,4081.53,tumor,lung_egfr
SLC22A2,1.111,0.005506,4333.19,tumor,lung_egfr
ATF1,1.024,0.007989,655.18,tumor,lung_egfr
TOP1MT,1.473,0.007461,2913.19,tumor,lung_egfr
PIM2,1.006,0.007413,114.64,tumor,lung_egfr
TBC1D1,1.321,0.008879,3447.17,tumor,lung_egfr
TUBB1,0.402,0.020562,3792.46,tumor,lung_egfr
BLVRB,1.527,0.0006,3675.3,tumor,lung_egfr
RBP4,1.072,0.004756,3736.81,tumor,lung_egfr
TLN1,1.357,0.006126,4442.84,tumor,lung_egfr
CDC25B,0.546,0.067429,4187.1,tumor,lung_egfr
IL4R,0.953,0.06837,3423.53,tumor,lung_egfr
SCN7A,0.658,0.062664,3323.04,tumor,lung_egfr
MAPK1,0.85,0.021354,4373.47,tumor,lung_egfr
NAGLU,0.345,0.068907,3500.91,tumor,lung_egfr
PIGF,0.833,0.067758,971.81,tumor,lung_egfr
ZEB1,1.045,0.002366,3358.74,tumor,lung_egfr
BAZ2A,0.753,0.08428,3349.69,tumor,lung_egfr
NOX4,0.441,0.085457,1725.85,tumor,lung_egfr
KCNG4,1.563,0.000952,4160.5,tumor,lung_egfr
TRPV6,0.385,0.080605,3068.36,tumor,lung_egfr
IHH,1.496,0.00789,1036.96,tumor,lung_egfr
ACY3,0.98,0.011141,183.16,tumor,lung_egfr
CDKL2,0.341,0.093557,1290.93,tumor,lung_egfr
GATB,1.623,0.000646,3261.61,tumor,lung_egfr
RORA,0.499,0.076556,432.07,tumor,lung_egfr
ILF3,0.292,0.029178,2173.74,tumor,lung_egfr
IMPA2,1.106,0.005338,2351.18,tumor,lung_egfr
GABRR1,1.256,0.004896,1344.6,tumor,lung_egfr
RLBP1,1.421,0.005729,4369.92,tumor,lung_egfr
NR5A2,1.031,0.005882,3590.71,tumor,lung_egfr
SI,1.745,0.000109,3870.52,tumor,lung_egfr
CTNNB1,0.365,0.096809,3229.4,tumor,lung_egfr
RFK,1.688,0.000387,2527.41,tumor,lung_egfr
HSD17B10,1.607,0.000456,4689.47,tumor,lung_egfr
KCNS1,0.751,0.051149,1592.69,tumor,lung_egfr
FDXR,0.382,0.040575,402.17,tumor,lung_egfr
GABRA3,1.252,0.005995,2830.04,tumor,lung_egfr
PTPN4,1.717,0.000349,2855.02,tumor,lung_egfr
RIPK2,1.214,0.008268,1478.58,tumor,lung_egfr
CHURC1,1.201,0.003829,2884.7,tumor,lung_egfr
CAMK1,1.147,0.00748,4419.85,tumor,lung_egfr
TRPA1,1.584,0.000475,592.78,tumor,lung_egfr
UNC13A,1.056,0.003359,3106.8,tumor,lung_egfr
SLC25A22,0.961,0.093656,4755.79,tumor,lung_egfr
MPZ,1.464,0.00199,129.34,tumor,lung_egfr
PC,1.769,8e-06,525.34,tumor,lung_egfr
SUGCT,1.061,0.007499,4078.03,tumor,lung_egfr
GART,0.437,0.03375,1487.76,tumor,lung_egfr
PTPMT1,1.504,0.000281,4599.44,tumor,lung_egfr
PRKCB,1.769,2.3e-05,3068.47,tumor,lung_egfr
SLC2A1,1.382,0.006902,2351.59,tumor,lung_egfr
UGT1A9,1.743,0.000674,4545.02,tumor,lung_egfr
BLVRA,1.343,0.007274,4554.84,tumor,lung_egfr
ACTR2,1.636,0.000756,1247.0,tumor,lung_egfr
INHBA,0.462,0.041954,1548.25,tumor,lung_egfr
SSTR4,0.394,0.085269,1418.83,tumor,lung_egfr
ALDH3A2,1.144,0.006794,4504.44,tumor,lung_egfr
SIK1,0.419,0.015487,393.36,tumor,lung_egfr
SLC25A12,1.694,5.1e-05,2135.74,tumor,lung_egfr
SORCS1,1.739,0.000905,1151.12,tumor,lung_egfr
PLEKHH2,1.802,0.000819,2765.13,tumor,lung_egfr
RAPGEF4,1.396,0.003217,1613.76,tumor,lung_egfr
LPP,1.534,1.7e-05,2051.04,tumor,lung_egfr
TSSK1B,1.678,0.000844,4073.08,tumor,lung_egfr
